====== GPT-2 Fine-Tuning Log ======

Step	Epoch	Metrics
10	0.005698005698005698	{'loss': 7.0504, 'grad_norm': 48.889835357666016, 'learning_rate': 9.98974358974359e-06, 'epoch': 0.005698005698005698}
20	0.011396011396011397	{'loss': 6.3242, 'grad_norm': 27.373512268066406, 'learning_rate': 9.978347578347579e-06, 'epoch': 0.011396011396011397}
30	0.017094017094017096	{'loss': 5.8508, 'grad_norm': 16.73146629333496, 'learning_rate': 9.966951566951568e-06, 'epoch': 0.017094017094017096}
40	0.022792022792022793	{'loss': 5.4215, 'grad_norm': 14.41047477722168, 'learning_rate': 9.955555555555556e-06, 'epoch': 0.022792022792022793}
50	0.02849002849002849	{'loss': 5.0991, 'grad_norm': 10.194042205810547, 'learning_rate': 9.944159544159546e-06, 'epoch': 0.02849002849002849}
60	0.03418803418803419	{'loss': 4.8369, 'grad_norm': 7.719157695770264, 'learning_rate': 9.932763532763534e-06, 'epoch': 0.03418803418803419}
70	0.039886039886039885	{'loss': 4.7223, 'grad_norm': 7.225427627563477, 'learning_rate': 9.921367521367521e-06, 'epoch': 0.039886039886039885}
80	0.045584045584045586	{'loss': 4.5314, 'grad_norm': 17.567981719970703, 'learning_rate': 9.909971509971511e-06, 'epoch': 0.045584045584045586}
90	0.05128205128205128	{'loss': 4.4689, 'grad_norm': 11.707207679748535, 'learning_rate': 9.898575498575499e-06, 'epoch': 0.05128205128205128}
100	0.05698005698005698	{'loss': 4.4115, 'grad_norm': 5.413355827331543, 'learning_rate': 9.887179487179489e-06, 'epoch': 0.05698005698005698}
110	0.06267806267806268	{'loss': 4.3343, 'grad_norm': 8.141512870788574, 'learning_rate': 9.875783475783477e-06, 'epoch': 0.06267806267806268}
120	0.06837606837606838	{'loss': 4.2511, 'grad_norm': 7.948696613311768, 'learning_rate': 9.864387464387464e-06, 'epoch': 0.06837606837606838}
130	0.07407407407407407	{'loss': 4.1175, 'grad_norm': 14.230364799499512, 'learning_rate': 9.852991452991454e-06, 'epoch': 0.07407407407407407}
140	0.07977207977207977	{'loss': 4.1014, 'grad_norm': 8.21985149383545, 'learning_rate': 9.841595441595444e-06, 'epoch': 0.07977207977207977}
150	0.08547008547008547	{'loss': 4.0579, 'grad_norm': 10.735015869140625, 'learning_rate': 9.830199430199432e-06, 'epoch': 0.08547008547008547}
160	0.09116809116809117	{'loss': 3.891, 'grad_norm': 7.831807613372803, 'learning_rate': 9.81880341880342e-06, 'epoch': 0.09116809116809117}
170	0.09686609686609686	{'loss': 3.9242, 'grad_norm': 11.905998229980469, 'learning_rate': 9.807407407407407e-06, 'epoch': 0.09686609686609686}
180	0.10256410256410256	{'loss': 3.7269, 'grad_norm': 10.020889282226562, 'learning_rate': 9.796011396011397e-06, 'epoch': 0.10256410256410256}
190	0.10826210826210826	{'loss': 3.7122, 'grad_norm': 7.783416271209717, 'learning_rate': 9.784615384615387e-06, 'epoch': 0.10826210826210826}
200	0.11396011396011396	{'loss': 3.545, 'grad_norm': 10.271026611328125, 'learning_rate': 9.773219373219373e-06, 'epoch': 0.11396011396011396}
210	0.11965811965811966	{'loss': 3.5879, 'grad_norm': 11.7212553024292, 'learning_rate': 9.761823361823362e-06, 'epoch': 0.11965811965811966}
220	0.12535612535612536	{'loss': 3.653, 'grad_norm': 8.469025611877441, 'learning_rate': 9.750427350427352e-06, 'epoch': 0.12535612535612536}
230	0.13105413105413105	{'loss': 3.4889, 'grad_norm': 12.193609237670898, 'learning_rate': 9.73903133903134e-06, 'epoch': 0.13105413105413105}
240	0.13675213675213677	{'loss': 3.4206, 'grad_norm': 12.64205265045166, 'learning_rate': 9.727635327635328e-06, 'epoch': 0.13675213675213677}
250	0.14245014245014245	{'loss': 3.4448, 'grad_norm': 9.797768592834473, 'learning_rate': 9.716239316239316e-06, 'epoch': 0.14245014245014245}
260	0.14814814814814814	{'loss': 3.4912, 'grad_norm': 12.977319717407227, 'learning_rate': 9.704843304843305e-06, 'epoch': 0.14814814814814814}
270	0.15384615384615385	{'loss': 3.395, 'grad_norm': 10.358123779296875, 'learning_rate': 9.693447293447295e-06, 'epoch': 0.15384615384615385}
280	0.15954415954415954	{'loss': 3.3345, 'grad_norm': 10.659952163696289, 'learning_rate': 9.682051282051283e-06, 'epoch': 0.15954415954415954}
290	0.16524216524216523	{'loss': 3.2476, 'grad_norm': 9.911057472229004, 'learning_rate': 9.67065527065527e-06, 'epoch': 0.16524216524216523}
300	0.17094017094017094	{'loss': 3.1901, 'grad_norm': 11.198980331420898, 'learning_rate': 9.65925925925926e-06, 'epoch': 0.17094017094017094}
310	0.17663817663817663	{'loss': 3.215, 'grad_norm': 8.19660472869873, 'learning_rate': 9.647863247863248e-06, 'epoch': 0.17663817663817663}
320	0.18233618233618235	{'loss': 3.3188, 'grad_norm': 8.170494079589844, 'learning_rate': 9.636467236467238e-06, 'epoch': 0.18233618233618235}
330	0.18803418803418803	{'loss': 3.3202, 'grad_norm': 15.007040023803711, 'learning_rate': 9.625071225071226e-06, 'epoch': 0.18803418803418803}
340	0.19373219373219372	{'loss': 3.2078, 'grad_norm': 9.126744270324707, 'learning_rate': 9.613675213675214e-06, 'epoch': 0.19373219373219372}
350	0.19943019943019943	{'loss': 3.2699, 'grad_norm': 9.993712425231934, 'learning_rate': 9.602279202279203e-06, 'epoch': 0.19943019943019943}
360	0.20512820512820512	{'loss': 3.2702, 'grad_norm': 9.924086570739746, 'learning_rate': 9.590883190883191e-06, 'epoch': 0.20512820512820512}
370	0.21082621082621084	{'loss': 3.264, 'grad_norm': 10.965056419372559, 'learning_rate': 9.579487179487181e-06, 'epoch': 0.21082621082621084}
380	0.21652421652421652	{'loss': 2.9492, 'grad_norm': 10.08169174194336, 'learning_rate': 9.568091168091169e-06, 'epoch': 0.21652421652421652}
390	0.2222222222222222	{'loss': 3.169, 'grad_norm': 9.804742813110352, 'learning_rate': 9.556695156695157e-06, 'epoch': 0.2222222222222222}
400	0.22792022792022792	{'loss': 3.0274, 'grad_norm': 15.336504936218262, 'learning_rate': 9.545299145299146e-06, 'epoch': 0.22792022792022792}
410	0.2336182336182336	{'loss': 3.0378, 'grad_norm': 8.949310302734375, 'learning_rate': 9.533903133903136e-06, 'epoch': 0.2336182336182336}
420	0.23931623931623933	{'loss': 2.9908, 'grad_norm': 10.058039665222168, 'learning_rate': 9.522507122507124e-06, 'epoch': 0.23931623931623933}
430	0.245014245014245	{'loss': 3.01, 'grad_norm': 7.777322292327881, 'learning_rate': 9.511111111111112e-06, 'epoch': 0.245014245014245}
440	0.25071225071225073	{'loss': 2.9137, 'grad_norm': 9.294448852539062, 'learning_rate': 9.4997150997151e-06, 'epoch': 0.25071225071225073}
450	0.2564102564102564	{'loss': 3.0743, 'grad_norm': 8.638887405395508, 'learning_rate': 9.48831908831909e-06, 'epoch': 0.2564102564102564}
460	0.2621082621082621	{'loss': 2.9074, 'grad_norm': 11.260997772216797, 'learning_rate': 9.476923076923079e-06, 'epoch': 0.2621082621082621}
470	0.2678062678062678	{'loss': 2.9289, 'grad_norm': 11.014114379882812, 'learning_rate': 9.465527065527067e-06, 'epoch': 0.2678062678062678}
480	0.27350427350427353	{'loss': 2.8842, 'grad_norm': 13.347784996032715, 'learning_rate': 9.454131054131055e-06, 'epoch': 0.27350427350427353}
490	0.2792022792022792	{'loss': 2.9444, 'grad_norm': 9.73327922821045, 'learning_rate': 9.442735042735044e-06, 'epoch': 0.2792022792022792}
500	0.2849002849002849	{'loss': 2.8527, 'grad_norm': 14.246451377868652, 'learning_rate': 9.431339031339032e-06, 'epoch': 0.2849002849002849}
510	0.2905982905982906	{'loss': 2.9702, 'grad_norm': 10.401754379272461, 'learning_rate': 9.41994301994302e-06, 'epoch': 0.2905982905982906}
520	0.2962962962962963	{'loss': 2.9502, 'grad_norm': 9.691107749938965, 'learning_rate': 9.40854700854701e-06, 'epoch': 0.2962962962962963}
530	0.301994301994302	{'loss': 2.8903, 'grad_norm': 10.152488708496094, 'learning_rate': 9.397150997150998e-06, 'epoch': 0.301994301994302}
540	0.3076923076923077	{'loss': 2.977, 'grad_norm': 12.283916473388672, 'learning_rate': 9.385754985754987e-06, 'epoch': 0.3076923076923077}
550	0.31339031339031337	{'loss': 2.9944, 'grad_norm': 11.709012031555176, 'learning_rate': 9.374358974358975e-06, 'epoch': 0.31339031339031337}
560	0.3190883190883191	{'loss': 3.0071, 'grad_norm': 13.398869514465332, 'learning_rate': 9.362962962962963e-06, 'epoch': 0.3190883190883191}
570	0.3247863247863248	{'loss': 2.7697, 'grad_norm': 10.83731460571289, 'learning_rate': 9.351566951566953e-06, 'epoch': 0.3247863247863248}
580	0.33048433048433046	{'loss': 2.7815, 'grad_norm': 8.358546257019043, 'learning_rate': 9.34017094017094e-06, 'epoch': 0.33048433048433046}
590	0.33618233618233617	{'loss': 2.7543, 'grad_norm': 11.819653511047363, 'learning_rate': 9.32877492877493e-06, 'epoch': 0.33618233618233617}
600	0.3418803418803419	{'loss': 2.9305, 'grad_norm': 9.978775024414062, 'learning_rate': 9.317378917378918e-06, 'epoch': 0.3418803418803419}
